id,route_id,point_id,sequenceNr
b2998089-f428-42e4-bfc5-c101674b6832,b82f15b5-406c-4032-8367-464953e1fc77,d801ef41-27c8-4a5a-baff-98753a161b92,2
74b4829a-a828-49fb-81f6-c64d76a47a17,4212977e-f000-4246-8123-9945d363588a,36006985-ebc6-4d83-856d-c98357fb82a2,4
06c205e3-9a27-4e01-96b3-9a7a775502f2,30d36163-3afc-4674-a865-718d412d3a38,81d0c6f3-fcbe-40c1-9b22-585c0e07278a,2
c3bcb94b-405a-46b2-a3d4-e13814029094,b2ad2949-01a4-435c-a6af-e15128063521,7375e1a1-4a93-4ed1-8f95-90d49c87b045,6
a9b14928-8c62-4077-9e72-72448b598075,15f4efe3-9736-4f1f-b7de-8c4649df057e,697585ae-4dd5-4d63-991b-0a3cd58e4f76,8
87e63a1a-bf5c-4cdb-b268-0ca247e9cc59,53db90bf-797d-4155-ab85-7f6da650a1e2,05d6f5c6-c8f1-41a5-8f93-0e0a37ca1bd8,9
586c07d9-9136-4378-9426-4eee71b4ba25,60510290-4707-485f-b3e8-d8a8148a4e1e,7082a6af-4c31-4556-b221-1ee767523741,10
df11439b-a834-4ace-8e92-19c7326fad63,e85950b8-b10a-4fbb-900d-55c93ff8ae10,2fb3ffa7-d32d-4021-b6fd-3056912e8d15,0
361b0cd0-caf0-4a25-8838-2ad10fa3827b,9ed635b6-7fcd-4a9e-89c2-a301d87c1a3c,aa40545c-074e-459b-a724-66eb20e321b4,7
2a85377f-0d54-4954-acf3-c68221c8a83c,36a39771-8d6a-4427-9df2-f37bf1bf0b86,b341fa97-85ca-482a-86fc-dec5586b7bbf,2
82a7cbf8-0c18-45bd-b6eb-3705246d2da0,c34f869f-a095-4ccd-8047-28cb9a99ffc9,310b7847-b3ca-4243-a1a6-4ae76d650f62,7
04bbaec6-ba84-4869-b2f5-65d60044b0e7,b021e2eb-7fe0-4457-9fc1-cc66044a0dc9,ba2dbfd6-8981-4bee-bec0-7747477e595a,1
d1c49afd-6652-4458-980f-91464a9ee9d4,03c7060d-f44d-4e58-959e-cd12b9862d9f,04c1fc76-c4a1-4ecf-89d3-114b7e19a62c,6
be1392de-5b1d-41a5-b11f-6e2f6e1c4c21,7af9e6d7-811f-48fc-b8a5-c5101fd9746d,e0d37b70-9668-4e0e-8481-01fe2c179f41,8
ff59798f-2228-4d46-90ba-5b968fe3638a,3ca6b920-059c-43ae-9483-bc24d88c6548,d03ee04e-e311-4832-b8ff-ae8636fab91f,8
b7123de4-4aba-4137-baad-8b22f86d2b33,ba6dc773-9bb7-4dbe-9081-9067c5f64426,a779eb1a-8f96-4220-ba39-0a2fadf083ac,5
64ab0581-756c-4e72-925b-bd50f0d351c4,94c12acf-68cf-4c72-bece-66822ea59e89,50fb4e7b-cea9-457a-beb1-5c4c38ce3821,10
18a87b0d-96c3-4e80-8f03-7096f8885147,a5544d69-c550-45fb-9999-d334ccbbb04b,f6ccc97d-b46d-483f-bc02-a10b6f21ac7f,0
9f553b3e-f682-44d4-9891-4b556625fd89,4c757175-be93-4f5c-a451-8732d9698b07,46ebb167-0a26-4876-a628-2f5372604f34,10
8200af3f-2ea3-43b5-b12d-b3e1008c4a18,8a58c39e-2616-4566-b8dc-e3bcab646c2b,e0d555a8-97ea-4e5b-863e-61a65f16dec2,9
db860a8b-ea66-4a06-8dfa-a0a6b9b59530,8b3a7895-6209-4b73-bd48-e37091b3ab38,186431f3-c00e-4b84-9a56-6812a861345f,4
99dd997f-cec1-492e-acca-ed8a5f79de07,49c75910-aa2f-458d-962d-ea19328810ab,f1ae239a-1f96-4b97-a099-0f3fc87d3aaf,2
7448161f-f4bf-424e-958b-6f93cb7038cd,59d5d33f-a386-4b2d-a72b-4e17040b075b,857d009c-4f12-4fd4-b69c-cbbb5939537a,6
982a7d6b-21ea-480f-af53-932b555e7be2,ecbb5e2a-06f5-47b3-927e-a560e0e221bf,293f85ca-2804-4163-af76-d2369ab8206f,8
0894ce8a-2635-45b6-a4ec-acde75040d5f,2b680961-d0d9-4b7a-a9e4-2bdba89025ea,57e91f32-29e9-4e99-977b-9bb839cab886,10
b26f2eef-f449-44e4-9fa8-f1c56bfc777d,ad8de57e-e9b1-494d-a2bf-885c27e85202,9440b8f7-014b-4379-a7de-a8f30f1e7bc3,8
eaaf0906-53f2-408e-8128-ca758b6b41a8,9720ea14-c2cb-4fd0-a059-954080204712,130dc47c-d631-4634-a74c-5302abf6aa33,6
deda6c3d-4d43-4b42-8955-88b78f9fc3d3,bf316664-141d-490f-84a0-a07a0dce432d,bddc69f0-0c26-4426-b3f2-62effb780f83,8
72019561-8205-41d2-9c3b-2bd6c9bbbd91,a47fa325-2100-4f21-9952-19d4ffc20767,d201b367-47ca-478f-a789-c8c5a617eaf6,7
80d3e5c7-6b3e-473e-8bf1-0fdbe6961aae,1ad81539-ca3c-4a05-8ae6-d699edb84931,7375e1a1-4a93-4ed1-8f95-90d49c87b045,3
0beb3d7d-dde3-4483-97d4-7554392e5155,f01c2297-bf73-437d-91bb-b308c6ef2f3f,907be87d-93fd-4175-8b18-8834a58e4d8d,9
a5682b08-3423-43f6-8361-9eb96559d9eb,641e45e9-1c1c-4aad-9b53-00c2032da480,87a396de-70d4-4a71-80c8-b3e8036bc2f9,6
3f520e69-44d4-4fc3-a746-fec7a96063b3,a83b1ccb-44c0-4ea6-87a0-903f5ce8b60d,8d5e4899-51fe-484b-af05-62cdf1ee0193,3
9d80da3b-1fb9-4de1-9d4a-fc37e5d0786d,f7ece787-ec89-4d21-9cf6-9d73af15d858,06836452-bad2-4408-9ef4-06e07c28cd25,1
f80247c0-84ed-4ff2-8afd-69f477a021ae,bf2cca49-7154-40d5-a4d3-8626ecb7baaf,fc5e053e-cc34-40aa-8eae-2edaf0e4049c,10
716b67d0-5142-4190-a7fb-bb04bf5c6508,f73e038f-1a77-46a2-9b0e-44cf5b4f219a,7f8e7328-903c-43c8-b1de-46abfca8886f,0
e02b356a-4c86-40d0-9485-a7a417f11243,52df00f5-0713-4829-b637-5eea47e7d84c,bddc69f0-0c26-4426-b3f2-62effb780f83,7
b1afe08f-ed44-44a1-8161-0e98a19d4f38,97f093a1-ac0e-4db8-b9cc-b547e97cf1b8,2903757c-0c3e-4f29-b911-6ccc657db3a1,2
81b6b0ce-9e78-442c-a683-2dfb05c99b93,35daa2e0-f6d6-4cde-8c6d-2c89e60ae970,c7018df6-9b27-40c5-84f7-d2942d7d6074,4
109c6849-1157-4fc0-ad80-8f8eef8f20d6,494df6c9-c5f5-457c-acbb-74c4a31b3ec5,8ca45017-1293-4090-8100-43e5099254af,1
c579e1a3-c3d3-4594-824f-992e9c14f089,74afc6f2-a535-4b0a-a13c-561d19636948,943d196a-e8f2-43d0-b4ba-2fdf1c28ba77,8
4f25c208-003d-4eae-9360-737f8afb0b0c,43f1a74b-dd77-492b-9610-44605d9dbabf,a1d77d13-c150-4f34-bf22-24c8f827e9df,0
c84d8db0-b927-466b-ad7c-812a60f31d5e,2ca71110-0741-4b4e-a5f9-e62527f66135,7690120b-b033-4628-beff-245c40a1f63b,10
3f72de5c-0903-42c3-97af-2e968268ee1d,24477c96-2938-4372-b007-ac43b08a11f5,11765f60-0583-499e-b633-5b02c72b35b1,3
5f3eff65-2841-4ee2-8b83-80805efb00fd,99abe2a3-6641-4021-98ce-ce3f8dc65684,9230ccce-74fd-445f-93cb-534df6fa29db,10
975e85b4-f0d3-42e3-ab47-881f904660ba,91f4fb8d-eba3-4bb4-811a-18c958669f2e,5784593e-39db-4a8c-b43f-21656fccd929,0
fb1f1831-4555-46b1-8583-6f29d2bcff17,d93af551-859a-486e-a9be-c8a6a532c1b5,7962dcf6-d463-4539-b4ec-068a94b64af0,3
53eb251c-2ab3-4abb-948c-febf5ae5469a,ad8de57e-e9b1-494d-a2bf-885c27e85202,f74b096c-67f5-4ea4-ac2f-cc432e4c07a4,9
268fbdc9-44a0-4a5e-ab1a-62b32114ed2f,4858e7c6-f18e-4f21-b6e3-e988f21ca9ee,8a0e7791-af60-42d3-bf06-9c9351eddbf5,5
a5ed99fe-aa61-4a95-9139-6c8bd6bf7fae,adec2310-4b67-4942-9de4-45f3d87f27ed,3254a6fa-f11d-4c87-b7b1-65a193ff9fdf,7
b8374de8-aa1e-48d6-8846-425289a26a35,99f3ef45-61ed-4dac-90ea-e854e65a03ee,e2982f20-cc00-4b4c-8265-c1b6bf2cbde2,10
2463dc38-05aa-43e5-be91-2c96b07f3d11,23093d10-0936-48fa-91a1-c12c8045f6cf,d637af54-0d2e-4f6b-ba97-05467fed3530,2
900a72ee-e3bc-420d-aee0-45989be91803,be597d39-ad21-432b-b19d-dba5452892d1,345beb5e-48dc-4690-9d4b-6db8b9ee82bc,2
1e8b0b71-87c5-44d3-88b6-fa288676a423,8d5b10d5-facb-4b3a-bf30-514e3b6a5243,b3d79bc7-56d5-4051-954e-44463ecd8081,5
5cb6f018-e1a7-4bc4-9b89-93d6517ee515,334131f9-e977-4a70-be0c-5f3376ee652e,fa9a0b54-711d-4dd4-a3e9-3b78803feeef,0
39dcdbd5-0983-45a8-96d8-50ad382db3a1,51c0e9fb-e481-4049-ba63-cd2b2e449480,bd2b4eef-c54b-469b-a08d-26dcc0eafaa5,2
a036c8bf-e0b6-4bef-b64e-cead3d3d52e2,7b75b783-d8ac-415c-9c45-4cf4e4f84f8a,cbe02b6d-35c7-4b11-b4a1-d13a181149fc,2
a9bfe88b-a51f-4704-8677-3bc6a7648083,b73f8ce3-90c8-49cb-9cab-bc2b572682f7,100c28ea-b82c-402b-a961-4813d4d61979,6
7a413843-556a-4315-ad84-c7d338f065b4,a9d84f43-5658-4a9e-8b63-0d13c1482ced,cf30729f-0c9e-4aed-adac-8c19357e8735,3
51329d32-810c-40aa-92f8-0da8f4c6a4a1,260ba549-37f1-4071-a0d5-372e9e36fa71,a6ad79a7-41ef-4871-856d-a523a5e022e1,2
0ea4bd5d-5363-4189-b585-acf1008c7e5a,9e249d69-ee80-44ed-8612-327b4d0fd86b,406f06f1-9ced-4305-a2bb-7c0a2e912f17,3
e7b142aa-a0e4-4fcc-a479-c8d4d43f72e0,b25cbd88-9259-490e-896d-865ce2d1e8d2,c32bc21f-3e03-489e-ba08-699a4b1297fc,7
381d1bbb-fc6d-400a-87b1-d894edc7cb66,27a3abb3-53cc-4f90-a345-3302cf384a2a,d637af54-0d2e-4f6b-ba97-05467fed3530,7
ea66acf4-e0c6-46df-90d0-027d2e2fd3c7,c07596eb-9dbd-44e1-a97f-034a2478a209,2d427dff-e518-42f1-a020-16f947db3998,10
64e93fec-5f02-4339-ba3e-a75c7f89c731,6ac448f0-9675-4eec-a3cc-cdaa801802a4,04c1fc76-c4a1-4ecf-89d3-114b7e19a62c,5
e95894b4-027b-47ec-b395-c14284680841,ac1982d1-e78e-4277-a114-cd5d34d05e4d,5d012a62-a3d3-4a4d-beaf-388845d8a6f1,7
84c1329b-65df-4ce9-9267-1ce985f762b7,839a6589-273b-4b4b-96c1-07d0a11e1271,faba87d5-d5db-445f-8457-d51a5b2a4a71,6
9c3e6f2a-2505-4cac-bb78-779bef3d2577,f115e84a-3235-4c7d-b41e-65e1679fb99a,2274f2ab-117e-4490-960c-43057e673c7a,4
6877cccb-5a6e-4168-9dfe-7971998833ce,054ce623-226a-438e-be63-80df67fd033c,f6ccc97d-b46d-483f-bc02-a10b6f21ac7f,5
09c0f1a1-071a-43a1-bc83-a17418736b81,959b2454-b4d2-41b2-975d-ade039fe27ac,55688e1a-19c5-4763-8c12-f4ebdff71d79,4
fc2f0fdd-716e-4b66-89f2-c0cc3c0cb3a4,91e4066c-cd21-40b9-a494-d78870637605,1397b3ac-a8ae-40e2-9341-2e667a95936c,1
379a2eed-f1ca-4d6a-b9d5-2610d2e5e67b,a7f5a629-79de-4569-8bd5-3426b4778d5a,7fcd03e3-2af6-49a6-8045-5f5f2d3e5cbb,8
d5c0cdb6-0287-4147-b6f9-52bd00a81596,51c0e9fb-e481-4049-ba63-cd2b2e449480,7f056498-17f0-4bc0-afde-326f7dc183c4,2
22f67992-cef6-4cce-877e-cfee2444370e,30534bcd-a1a9-4b2e-9d28-785b8b0f5895,9440b8f7-014b-4379-a7de-a8f30f1e7bc3,4
0024d1cb-8425-42b8-a27f-88541439b632,7fc252db-84d7-495b-9db9-b2ea7d9bc5fc,4589328e-2f9c-478f-9e02-02552c802c43,1
43327210-ca1f-4aa2-a2ed-5abe7bf0ae0d,53a2b758-154e-4c3b-9166-35406cabe664,0e08d430-aa64-4826-882d-bcfb48ef5281,7
809a4700-b778-412e-84d1-495f16ae1839,c10c4b9a-0370-4781-a25f-977027ea6000,49c604b1-f427-45ef-a1b1-d7ab3ecd168b,10
a3fe7391-9fda-43e2-ad92-b2585ba08391,e223a562-57e2-4b89-8dae-9f5cb3903f72,ab46ec5a-f7ab-4f6c-a75d-42d36c057716,2
21ff0376-af6c-4cb3-b80e-23c014e5929d,af3fec33-76bb-4a5a-b5c4-7a37120af3ea,c32bc21f-3e03-489e-ba08-699a4b1297fc,2
982919d1-ad53-4618-8d26-038cdf44fa01,77ca9531-02cc-4896-a276-467528a4789e,a9488798-8a1b-4e2c-bc08-9f2b619141e3,10
9ecef49d-f26c-4f6e-a0f1-9e31784f59b5,fcb8a3f9-31b3-490e-aaa6-84b6d95dc0cc,4589328e-2f9c-478f-9e02-02552c802c43,1
f4e21056-ac2d-41ca-9336-be58179c66dd,36a39771-8d6a-4427-9df2-f37bf1bf0b86,c7216421-3386-4ec2-be84-026a446b725d,0
d05d64da-5d6b-46dd-9c83-7eef698e7300,f5500c59-5a91-4fc1-9b0e-725dae3f9219,e8c21ae8-b21a-4c21-84a3-16a930a2538b,10
8606d98d-fd2b-4969-8813-61b399791939,ff9ba991-e998-4ac0-89fc-c03d3f218f9b,0850acf8-ba06-49bc-9aa8-ce469c93187a,4
5aa07530-0ce2-43c1-8069-d1f7d05d2762,843ee0b1-c545-4b5d-8317-47d5f8c76053,09b97271-0e0a-4f93-b129-ce75bd18eb5f,7
7a01283a-ee0c-4a7d-8792-32799a5b05ab,2f630014-678a-4eaf-b521-7801cc6455bf,f4f4b754-37cf-4e9e-9d4f-91309b7314e2,0
65edf864-6f0b-41e0-8610-4b8adb8adb08,cf67e9ce-cbcd-470c-94ad-30242a7699c9,be815d1a-ab95-4c0c-9fd0-25b5cb52153e,0
77c4d0f4-1b2d-4799-9533-14214c4b532d,ae73a2c4-dc88-403d-8cf8-ae4be9f4695e,936fe948-f09c-445f-acef-91b4c4ce60a8,4
fe88145f-8cf8-4fe9-9587-b71f03bd9774,d1e07d8f-c4a7-429c-99f0-8862b3676dcf,60ce5c38-d2f2-47a9-ba19-7e34b0ebde04,5
93370a7b-84f6-42f5-b1ef-c6eb3ad7e0fa,752dc888-7e5f-4a5d-93e5-a138573df2a0,509deeca-ee03-40d4-ac5e-2ce1fcf69433,9
12bca633-4481-4f32-8be7-7a1b8117a17a,692a6ab0-c528-4fdc-86bb-8df7b606d353,9007b0db-c9b0-43c0-beff-d20aad86c133,1
50fd3027-e73f-4f29-abbd-d0dc6d1d0920,e223a562-57e2-4b89-8dae-9f5cb3903f72,4f0db943-e1d8-4b26-9ca3-9e9cd1336fe0,8
553c6cfa-6919-42a2-9892-aad365972917,58efa6f3-0579-44ee-99e0-1df2fa81e4bf,1f179d51-cde4-418a-8673-5a24b1ecad29,0
20e41437-f482-4a0f-a8bb-67d366dc812b,752dc888-7e5f-4a5d-93e5-a138573df2a0,506cdf85-258a-4bcb-95ae-0a1fdbaa8535,1
64ab5c57-6cec-4d3b-afaa-3c1afde9914d,fd9f31cb-106c-46ea-8444-3708a983e2fa,ea5e17fd-02cb-4390-a583-b350b6ea1a66,9
8b76d101-2a57-4748-9007-7234257016b6,49d08355-0e79-4695-b911-fdf437b80cc2,3d5aca1b-1dd8-453a-8e97-0a6f7361636c,0
e169c7a3-6c6a-4e41-a5c6-9ef33ccc6fee,bf316664-141d-490f-84a0-a07a0dce432d,55c9a6d9-be7c-4a03-8c6a-7a93ff5bfca6,8
a084480c-a1e4-413b-9d5a-077cd54cc97b,beb47d17-2891-4797-8a57-df2c9936167b,7b5c3c2e-7bcf-4b1e-9f43-92605a9d200b,4
36210c04-597c-4e17-b726-9732cb505a95,6028717b-920f-4d40-ae8e-aea70b6466b0,493b6dd9-6d17-4c54-9fde-40c5cff0a8c4,0
464a24ba-5024-468a-ac2e-804df4c5119d,2c0afa51-e6d7-4ebf-a1fa-75bda024346e,0de1e58a-8ac5-40cd-a97e-e24ba6b34bc6,10
a2127ba8-d3b4-4820-a4f2-76d6b47f6224,1ef1e22c-6d7a-499c-9a39-754f96199233,7f056498-17f0-4bc0-afde-326f7dc183c4,9
0b8356f5-74c7-4b60-891c-6e944931260d,72d26b2f-cc68-4780-9119-6bbc057736cb,a91537b9-e7c9-4174-9631-385940ca85f8,5
34c668be-acf6-4769-b3d2-6f2a6b617718,f7f7849a-e34c-4dc1-8cae-2617c1296c8b,aa08cdf6-9b2f-46f9-a370-8509b9b589d5,9
479d54c8-3be3-4fc1-a71d-c32ebc62f0ad,f443fc8c-6e5d-4d53-9dfe-dae46225f1fa,814db2e7-81f2-449d-82a6-0339bf035283,9
32ddff6f-3df9-4a1b-9355-2480d299b219,c1ad2504-5ac7-40a8-9824-374df4d3e2a1,9523d08e-1a86-4811-a0af-889d5cd846b9,10
06aaec50-2a72-4e35-bd6e-41e5c2807116,a3aa99d3-6b86-41c2-85a6-2ef6f370da61,e1a42d42-0026-4115-b5ea-979b3a596123,6
403bd1e1-2558-468e-b74b-62e5e0eabc61,9ed635b6-7fcd-4a9e-89c2-a301d87c1a3c,e9c7d361-73fb-43fa-905b-dc1ca5bfd99f,8
d7dcea9b-cd17-4a71-9ad0-bafbfa1c0024,3c77cb1e-4865-4916-af14-251c422e8d86,127d4864-0684-4309-9c8e-cab423b4fc9f,1
f893f545-5346-433c-a2e2-78c0557b7eca,327818d6-40dd-4ebe-9153-5eaa2bae3993,9701dbac-4e31-404f-8534-6b7cd2622ce6,4
529523cc-9a25-4bfc-b9a6-112e70160baa,7bd2bd21-b75a-4937-ac2f-b7cfc394df15,894acc53-bc7f-4bfd-ade5-89ec2e7d063b,3
17a55904-ff5d-4a3f-ba7d-9c97f0c66723,35a14cff-35b4-4f79-8a5e-286a8112db79,9701dbac-4e31-404f-8534-6b7cd2622ce6,0
794e16b4-de40-4966-af9d-333c71bf42db,a865c5cc-041e-4182-805f-d0c23d77fc44,2a4ceec5-ac89-4180-8f23-df02b341d171,4
693d6e17-2946-4f65-9a0d-74d6ff396b48,cb1f02ef-a821-4b58-8216-d9d328fbaa63,faba87d5-d5db-445f-8457-d51a5b2a4a71,8
4b730645-b6ca-461d-886d-b44ddb9552a1,9a56259b-64a1-4274-aff1-39b3ddada977,186431f3-c00e-4b84-9a56-6812a861345f,8
b086491c-f89c-4249-8c8a-e72bdef14e69,9553eb45-6a56-4e4a-a0a3-4d2863d640e5,894acc53-bc7f-4bfd-ade5-89ec2e7d063b,5
812dee99-dee7-479b-8c78-eff7c02917dc,f97c8e35-aba5-4ee9-baba-3a737deb0e30,bf0cc25e-3492-495c-ad50-37b78008feb5,7
0c14d038-1e03-46ef-a492-8ecd532eb28f,f082a6d3-53c8-4e21-a5f5-5c59cfddcd86,0457d25e-cadf-4922-bf22-221e6b8aec71,3
732284f7-c0aa-44a1-a3ef-eea8dac7a4c1,f3b8aba0-680d-4070-ad75-5a9e71f75e8b,e827c367-6500-4555-9ed0-5bed69e6b1d6,8
a2a3dbe0-8778-42a8-9469-ffe944aaa2f5,9e6827af-877b-4e3a-b954-e1bedaa71d58,52609c54-05df-40e0-aa79-aa9b00208b80,3
ce44c246-5eb3-4071-8051-83deb8bef068,f79f3e8c-a52c-4a27-a130-0aa67f6647fd,da983c0b-9c79-4300-8b3b-60fc3e1f84eb,8
48c1bc32-6fa4-44b9-8d68-527f6fdcb86b,eb7c3f9b-f7b9-4ff9-8b1f-89730f3c3eef,0502b37d-2acf-43e0-a35d-d3cdc3db3810,8
7b7fdd34-ec62-45ad-bf33-c67f355f8697,e5bfb111-48a0-440d-878e-4eb19497ea20,ec08aabc-4125-4848-887f-a8b4778350ce,10
3fc48de9-647c-4d2b-9cef-9d35c2fd8107,60510290-4707-485f-b3e8-d8a8148a4e1e,7c13b7aa-bcae-46a7-8c23-614adc097ade,8
f168619a-cd9e-4a67-9afc-b8193dacdb12,ddc5991c-3051-4b8e-8a2c-1c3a5034e53b,78c9e84e-970d-4228-8fb9-ee6851b7f8b5,9
4566dd08-e61f-482e-af7b-10e6d1d8735d,2278db0e-7252-4253-825b-0cbeddf2d314,cbe02b6d-35c7-4b11-b4a1-d13a181149fc,5
71bf2966-608a-4818-896a-c5eee08540d5,599d3ea3-aea7-49f8-921e-0e5be3f814c7,e783c08e-0371-4cd0-a657-3b8961ab92ff,5
0a306d43-d4c3-45d1-a2e2-2330f82ca933,e1619882-cfcb-48b1-b902-b3c214b1219a,5d9a70e2-851c-45c1-a957-0890c250ec39,2
a314d361-fdaa-49e1-9af0-d2f089763818,f9979217-38fc-4f5d-b8f4-bfea13e57d4c,67eb3246-fe91-4be7-9726-b8b019294515,7
ebadecae-4b89-4ab6-8d7e-75d59a3468da,8774490f-8482-40ad-b353-5146a8a7ad77,186431f3-c00e-4b84-9a56-6812a861345f,5
31e99be6-b524-47be-9558-097de98018b5,180d4a20-b040-45ce-b8a3-3365287a6448,7fb81259-4dfb-4985-9244-10cfe0d56831,4
e7833fe1-fb08-4194-8444-29828c205b49,23093d10-0936-48fa-91a1-c12c8045f6cf,1f179d51-cde4-418a-8673-5a24b1ecad29,6
019f1253-be17-4a18-b144-25bf09296235,0d97568e-e777-47e0-a0cb-71cb85947b18,cf30729f-0c9e-4aed-adac-8c19357e8735,9
b5f78729-4e3e-4f71-b378-43cbfc5bf757,bd97a07b-3c53-4031-8a85-6db15d36f7ca,f74b096c-67f5-4ea4-ac2f-cc432e4c07a4,4
01b1a831-91cf-4240-99f5-81b044e3b555,6cc9a50e-4b4b-4ab5-bec9-86a2abccedd8,b523d85b-b052-45a8-9ea3-df2496ba43ff,7
d12bfd7e-c4e0-4425-865e-8090c53fecf8,32f2dc62-174b-491d-8ef5-73f3cd09322c,0e08d430-aa64-4826-882d-bcfb48ef5281,4
756586ea-db53-46e1-aac9-c477432f2d16,81dd112a-4eff-429a-9c4d-7b42c03e94e1,ec2c2216-3973-485b-b8df-46a7901e1be1,7
