id,route_id,map_location_id,sequence_nr
4c77b8fe-3e58-4556-aa5d-9f6a94ff20eb,c99755fc-1e98-432f-a824-537def2198ee,549ea0e7-fbf6-46a6-8d94-ba254db928cf,7
20640139-5239-4443-981b-d2645c045dbe,3a0e4e86-8e5c-45d0-8a7b-3d5de5bef4ed,258edf20-59f5-4820-b899-c55b53bac3fe,10
7121c0f0-f7b8-42f2-8d0f-9d69406a5fc3,1481cdad-51f4-4b0a-8229-6b4220490464,ce363072-14e1-4dee-9cc2-e20dceade030,4
80ff8196-10d8-40f4-bf36-bcb17f482bca,58c83731-1269-4083-97b1-8e4a7e67cdee,3f8995b0-0b42-4e8c-b1d6-0eeb88a5123b,1
f681e187-8789-4d03-9841-044ccf44c92d,e721f417-3624-45dd-ab99-af0867625900,76931883-0872-45a4-a621-610e3de2377b,5
6dfa8518-304f-4469-bcc8-1999fbe4b642,8ef70295-1182-4cae-8da6-44ae97b33112,20aeda45-7f2a-4e75-801f-6d7a3c81d387,4
91d35358-61d6-493d-9d29-4921dc20695e,69af4f3a-0d19-47cd-b0c0-30376364edd7,744a54fb-ccec-48a7-99a0-63a66e1bf7d7,3
13768f2b-3ab3-41f6-9962-0286a4efa2ce,41729157-c370-48cd-a3d3-9b216210b1cd,586278d5-72c5-4550-a1f4-77412fba899e,3
1d52e52e-21a2-4d8d-a4ae-84942e210bbc,3a21e019-f190-4a6d-ac56-7dfcf8a61c2d,7cbf18a2-7c6e-43db-9807-18dd9dbce440,4
106b3981-1469-4f9e-ae11-ad9be39e68e2,d3b88be0-5936-42a1-a67d-e77aa38e8db8,d3473163-20cd-432e-982f-6946521da37e,7
8512276f-9b29-4fa5-91b4-98557924c849,d9d36acd-9531-4bef-b164-5c1fb8dd3406,3546bd20-f4a3-41c9-b073-04be3d88a68d,0
e91ec60f-5081-49c3-b4a9-92a597dcf5a7,565e15cd-8079-425c-8ff5-ce7d6c6c5b75,443ace12-9d6c-4383-95ec-e8a0303d3fcd,0
c98a6136-d5d5-4615-9e2b-7e2c6eb48a3b,a44b0e13-a797-4518-a8f6-23322ebaba02,5424304c-1657-4c01-9340-40809f9ca8b9,2
3e631e87-3ab0-40f9-a77a-c608ea81d405,9bd7d07b-9f4d-4d08-b60b-8c6dfbfe2344,706f602b-81bd-4442-a589-f66c1304147b,7
b4281915-6200-420a-a6be-5e6ae9c51a7b,2b58971e-8953-4e02-bd6b-3a2cd48f860a,ace5eb15-327b-4c9a-9122-5dbff8f597ea,1
418c6c77-8b10-40d1-990f-733627793b80,45686663-a90a-4d6a-a26f-be3971f4ac14,25d210f0-26ac-46e9-b05e-405da0438d43,3
a05d49a0-0b5e-4e56-b44c-09835c95f779,7c094bd3-8bf6-494c-a65c-bb9c13aed217,6e754007-4725-4ba9-ba1f-99057a66557c,10
d2e1a39f-8ac3-44a6-a039-c4829d23fa70,fd3f410e-86cb-4179-80cc-5e926897a317,e630f9a3-25d7-4aec-8f91-7e00c8a3373a,9
4658bdb8-c3e8-40b1-af4b-f83fd42e024d,252bfba3-59d2-4da2-a0f9-86c14bd9ec2c,a83c41ab-2765-43ca-901b-ae26f800be2f,10
44b3a1eb-244f-4b2a-9a47-a406b36741ce,2c4f83d2-fead-4b0b-83f2-d376192eefad,8d6b4c3b-14b2-4118-b1cf-d1885f802f61,3
ed470cc3-8274-4717-a518-3799b2bbc261,71907350-0a34-4769-bf06-5cecf37d2513,38a8e5ff-403e-43ff-b18b-9d536a25442f,10
41c1518c-35ee-4ddb-89e7-ef5b186c0487,6bce1a70-f410-4106-8672-f722aad2b564,baa5300f-c43e-4f7d-86c1-f14e0cb3d13c,8
b48acc8f-fc18-4297-be74-a635b0494d2d,ff277f55-a252-4f71-b684-6c33702c84b4,2007010e-0a54-4577-b8a2-5e5c895954dc,6
98e72298-02eb-41d1-86a3-1c0d6534668b,3c802f8c-d1d6-4dec-978a-f89364035d2e,5fe326a3-3e47-4128-9567-473f4aefa494,9
60c46a79-30b2-4c3b-ba72-d2ac3473e9cc,21e866d8-6a4b-4d73-a933-a3ad62f97272,320a802d-1c10-481c-8810-8f88f1956f0b,8
a74b5575-79ab-40ca-bb42-753e3f420a79,1411fc0d-e526-4b3b-a4f0-3a947de6b806,313d9cf4-634c-4c0e-94e8-01b3c645e2a4,10
138e21a3-4fa1-4989-8237-a5900dea7a3b,ba95919d-0560-4cad-a255-96e4a3791e5c,29e03589-a382-4b78-95d6-27ca8f26fed4,1
12444c7b-f7e5-4279-9144-a3543515de36,69d42537-8080-40e1-a69c-e8bfb70a4dbf,9e38a688-7b3f-4691-81f4-7441ae245a12,6
a64688c0-1b20-4084-bebf-bc056b4f8648,b5e327ac-3e05-42b1-a739-4e8240b8aa11,380cf1d7-09b4-4293-87c0-173234c9e027,6
b6b3fea8-d190-4f40-9be5-c3f238c02a48,ff277f55-a252-4f71-b684-6c33702c84b4,d0a08a12-c311-4b34-b597-72da2d7a5589,9
50969d26-bcbc-48f9-ad9f-f7735de9ed0f,4b5cffe3-afe3-4022-9370-1b52e52b3110,70d9d3f3-2938-4bae-911c-137a708f7955,9
a13c12a5-6f9b-4d18-a2eb-4169d20966a0,3caed95c-2465-4cc1-ad64-bc03eb244d1c,f85d62c5-9c05-42a3-a352-931a0e0c9869,8
e6eca340-a59f-4eba-806e-b41f26c21927,4355b717-0f25-4bea-9b72-dfe76c35d345,d44cff39-ab8c-4b16-b867-70d536b5c2d5,6
7f43ac7c-5d5a-4d64-b01e-3b87a2e81419,2b9cdaf7-26c7-4e8c-aca1-e5c3affb1120,6f0f42b9-575e-40e9-b152-b3cff63fa347,6
0e4e42c5-b119-479e-8c8b-e688f4d0ed0c,2d6d8c44-4953-44d8-aaa8-379989890915,c1c6fa68-f15b-44eb-8cc6-9acb5ee41722,10
2d652a8e-36a1-4316-a69b-2db3e08e5c46,67166d6f-a89b-49bf-af0a-75aa92a7528e,00868cc0-eb53-4e30-82c0-e095bd74d930,4
8044f0b2-0ad2-440d-b429-38dc1080bcef,ed0f2f25-89b5-4118-9311-26664afd09c9,8f446dab-43ad-41a3-981a-3d47cbbec543,2
ca959e95-6b19-4c75-9c69-15e148613a9b,9dae03ed-841a-4357-ad18-f4ca32ef9a64,4431d55d-e821-4fe5-9ea7-81c55a3398a7,9
89dcb3a1-1264-486b-b99e-dec91d30246e,7f028994-022b-48a5-847d-f2caabd3ec2f,cea829b0-327b-4c23-90eb-d75c8ca73b3a,2
4010cd4b-502b-4876-ab77-04882c3c43f6,b72f6883-16f6-42da-9354-cded81a80ec2,5f926c1b-2959-4327-8b0a-3d123169f072,5
ed2ed3c3-7a9c-4cd5-82b5-d07cde1e9587,f59d2634-0db4-4b34-8621-412c6f45a0e5,ce363072-14e1-4dee-9cc2-e20dceade030,7
b2cda6c7-b51a-4ec2-9439-03b5df78913e,ead0d4a2-d073-4b78-a840-107172e80e24,fdf98c0e-4226-49a5-868a-1f59a66fd898,4
7929fe00-ff9a-4397-a4c1-b56643a7c1cd,ecdd68c0-04bd-4664-b9d9-a7e8947537c5,72ed45c9-9cd4-43d8-afdc-c9962905de89,9
0e5404ea-5d34-437f-aa5b-e38feda22485,5a662ad3-80fb-41c7-a075-2bbfe5efe694,16cb15bb-dd2c-4a06-9fe0-ea9825d2cae0,5
c3b2045a-8784-4670-adb4-cc957c3cdf9b,9ce07c3f-99c0-42c2-9b45-d345908df28b,76f7ee4d-a64f-4ba6-9598-60d2bae37dbf,0
700f42ef-8f4d-4a89-979a-ce0688bd8084,50afb739-abf7-4143-9738-d850818d1391,76931883-0872-45a4-a621-610e3de2377b,3
b9d192ee-dac4-4f94-ba50-fc1dc340bab2,88b764cc-3e71-43a5-a778-ccc824f098fb,f85d62c5-9c05-42a3-a352-931a0e0c9869,10
37d77a4e-ae8b-4056-95bf-cd48855d140f,9430fb95-04bf-445c-8116-0874312463f8,0c09df09-b052-4917-a3c2-c7107a059688,3
0423e37f-0790-441d-b5c9-1865da589208,af227790-aa96-4761-93b6-f80270c24be9,cbbaa561-c698-4e63-be5e-4587c396976f,5
4751b622-1552-481a-8f64-fd049ee771ed,ae8ba2be-af44-4bb9-818b-a0e9cb534418,3d8dc342-334f-4def-a430-aa96bcba4aba,10
24dc6dd2-39b6-46f1-bfef-94ad4abd18f2,f88a682e-43ce-46dc-babb-4bcb1ffb2272,cb8e6604-78e7-41ca-b917-fe7a271946b3,5
c9064f28-319c-4a2e-9df4-93210086e75a,8d59c9f5-2df1-45fc-a24b-a19e64536718,24468f82-96cc-4f34-aeda-0a6c6ebba80a,6
bc6322d8-3e9b-4907-be2a-e74aa0d0b8c3,a33cf7b5-cf92-4967-a47c-daeee7e1e223,d3271f5d-24e5-455b-a2b0-5b2ed9165fb2,4
a3a1daa2-7bf5-4de6-821a-4eff5da0becc,e43f8e2b-82c9-4c9e-81bc-e11f5471fb98,40c21378-606c-444f-b313-e6e0a4b86c85,4
8026fdda-85d7-4ee8-bd1c-5971175e9e5e,909acea7-037d-4fdb-8ed2-93da825621a9,6fd42e1b-922e-4919-b1b7-be670d26483d,5
58e222e1-183d-4d72-8c32-32be6d5c0c85,ae8ba2be-af44-4bb9-818b-a0e9cb534418,805df0f1-371f-4349-97ab-7a897938fb35,5
dcfcb673-1eb7-47a2-8b9b-d5475658f649,346e1336-b26c-4788-88b2-ec21aedc80f4,6e754007-4725-4ba9-ba1f-99057a66557c,0
dbd85dc8-e757-4f74-a175-3055515d66e7,0718c043-5b14-489a-9370-16f4bd8ef729,6e7fb6f4-9d8c-4d38-a4a8-b0c117460543,4
fef41832-20cc-4bb1-a47f-2f14c767109b,2e510b00-af82-44c3-9dfc-9ed05b9f7da0,59366166-a7e1-4a7a-b836-a5817494ab76,2
527c7310-71e8-42d6-a9b9-de12187bafe8,a8461223-3cdf-46f0-9127-a1b83048d67f,1bcb74e5-5080-4a23-99a1-5dd6fe23a477,5
9bb60ee8-7774-439b-a926-0b8e3803c90a,47f883c3-572a-49b2-bd41-0fd1e80eb48f,fc157c91-15d7-47d9-9a15-78459947abff,7
1a612241-6095-4140-b11d-2a09ebfddc15,1894cd13-fbfe-40fa-afce-1ad09cc3ed9a,a2f0b6dd-7834-45cb-b326-0134a6a57dde,0
5435713f-b438-4cd6-b943-70e02684ffa2,02daa594-4844-436c-83e9-ed4540456c83,acf53c2d-1914-44e1-b611-8b48408a584c,4
16de26d2-0cea-4bd8-8570-f0fa20dd5f5e,f313ff7c-d071-4844-ae38-620f427f3d0c,58d04def-3b27-4d00-b9d4-b8cbe9893379,3
30bc2d46-a59f-4178-a0af-524e93e87ebe,234c15a2-926c-47eb-931d-d50d4dead366,d0a08a12-c311-4b34-b597-72da2d7a5589,5
5efe68a4-ebcc-4272-8268-8b4e2ec08f26,519dc0f8-c694-4503-8bcc-6ae4ebde6b50,db9efda1-ac59-44ff-a2fe-2a89056dbe46,8
3f25e7d7-b65a-4e74-9dab-527e2d6041a0,93f7df03-8501-480b-9b4a-7840b1aa43b2,2bf15b5f-b813-4588-a690-6f3667739fc9,10
09d07e8e-fbbd-4777-80d1-ae8453b4a76f,787a8123-2df4-4b70-b256-e89e358f841b,fd7dca8d-d5a6-43dc-810b-98c5b4d04a3a,8
f0fe71c8-d05f-4786-a964-c8c094dc14ef,fc539437-27fb-4dc5-9e53-a32957fd99f1,8f5086e8-683a-4f23-a6dd-2cda36e5527c,3
26c9bc63-949d-4574-9e82-b895eef745cc,e10a9822-12d2-4818-b53a-9dd957c246af,bc2291c0-9e87-43f2-9455-114161073e17,4
10eddbe7-6ee2-43b4-8253-c3723fa19d9a,0ba9df2e-3ec9-4764-94aa-16955e02b99a,dbe4f657-a358-48ab-8e67-2421620ef44f,9
d040aec0-5dc2-4ae1-be96-8f9b99ba50d5,ac6692f4-e86e-423b-a0a1-e054660bae57,603f0255-5f0d-4dd1-851d-89383f522fb9,7
6a558708-c54c-4aae-b64a-2ec1c7894ab0,b5794c04-dfd8-4de9-811f-69453269ade2,838c45f5-723c-4b76-aae1-de5f6b67a36d,4
22f1a90c-b586-4b77-9b54-526c1cb3dde8,ce44cfd1-cfa6-4c00-86fe-1d34df92bd03,3f8995b0-0b42-4e8c-b1d6-0eeb88a5123b,2
b148f8fe-0039-4980-a21f-6a8e4109dfc9,d67fd276-565d-428d-bdb3-3de420b3cfc7,ef0a3f37-f7f0-4880-8349-fe0a0d2403a2,6
e007e752-3c85-4990-b75b-649969c71d56,ed165949-881f-4cfc-b37f-74689e207eee,b0a2bbbc-6db3-4c1f-b96c-f98b9c2ea619,8
1c5b2c6f-4e94-4cda-9eba-bf5a9ba6679a,5cf450cd-1662-4496-8daf-703c6b54e963,a043e489-193a-4c8a-bbe5-29217555039b,6
c3a320cf-1f8d-44cd-9f01-f66d14f467d2,cb293584-05ac-4445-8f22-03e748421a4e,95440541-7a68-4ca1-8e3a-ce95a83c20a1,0
bc93abf5-2b6f-4dab-b1a5-3153323eb9c0,e0760981-41bc-4e58-9c10-387ec2d7539b,a57e334f-d126-4f6e-8a70-1d6736351197,7
5603d82a-25fa-488b-a2ff-a0b2324b824f,12e0d465-2312-4fe3-93b7-37fe3e616fff,1cfc5f53-e68b-47c0-a915-b6e34b8c62be,2
99937024-d01b-4a53-8473-dae81f8383ca,dd858c32-0bc1-4b6d-9ae1-fc3a7a75a26c,0f0b0626-5024-4db5-b364-7d9c183a9817,5
053a0047-732c-4a9a-ada2-0dee8fa74623,a322f181-c3e6-49c2-a74a-f93b3f6ff563,bcc2c405-219e-4b64-b4cf-dd83a63657f7,7
40c39c9e-a2fd-41c1-9a0f-ddf648316aea,cd51e659-0d4d-4ff5-a4f1-ffe68e81ed9f,9ab1d98d-30a8-4732-aace-2dd869b4b644,1
ae00e580-76f1-421d-a0f1-0c528021312c,8250a8bb-b8b1-48d3-8eb3-a027f782d035,70d9d3f3-2938-4bae-911c-137a708f7955,1
532292f2-de06-48db-85a6-62ff5bb286c8,450d2375-d545-440a-b71d-306063cb985f,b6324fad-a25c-4b63-a989-9df277e2cfe2,9
6868d676-ee85-4539-83fa-c22626a5cfda,6b5853a0-e7e0-45e8-adf8-88f0852cd1dc,b6324fad-a25c-4b63-a989-9df277e2cfe2,1
0bc5561c-1825-4500-a0eb-0dd7b85db653,acfa964a-9d0d-4c32-bc22-8d2a64036b38,5424304c-1657-4c01-9340-40809f9ca8b9,8
056e5d5a-911e-423f-b51a-c5d3410baf8a,d6cc2916-09f2-49ff-ab70-3368440a9f97,3bedc41c-0f07-4a31-ba9a-d07230497831,6
ad24cf7f-8fc1-4534-a225-88751c820758,dfef40d7-c241-4a87-8af1-b6f55eb521e3,3f1ca62b-8db3-48c4-91d5-c46ec0973cec,1
0e16c9c3-908e-4f3b-aa0b-f790db0bd6c1,fc03552b-b936-42a4-8c4d-940efed8c1fa,623f97e6-b22f-455c-844f-44f970793c6b,2
5052b9e4-11c6-45f8-a7be-00eb9a9852e7,e9785f49-c7f8-47b2-9ae3-92e73e44a5be,481e81d8-4eb9-4662-b235-637f1feea811,6
612edccc-4f41-48ce-bdc2-1614a749c714,6a9fbcd0-713e-49ea-b320-f1cab2b940e1,76c34ba7-2ed1-4c8e-86d3-789329e91b9f,7
0d768785-bfa6-4268-87a2-dbe1835334ed,dc4632f1-b48d-4ee1-b0da-3e9e58b7b43c,a0731ba3-693c-40ef-b526-f6d22b8c9360,4
169f67d1-7e9a-4e30-a98b-7b8ba3044af3,f75411ef-19cf-48fd-9fea-80c40ce1b7f6,9950e348-225f-435c-96ea-a7e6c2bff409,0
940deba1-d708-4588-9015-95b8c9132bac,063738e2-b6aa-4b55-89a7-d8c3061b5859,7aa79842-c2b5-4fc3-9967-aa1abf2f64d7,5
fb735334-5ae3-4cd1-ad24-b96ed300035b,442048eb-ef69-4430-ae6f-5269a2a45f5e,805df0f1-371f-4349-97ab-7a897938fb35,9
0b306b8f-626f-4f86-840b-416aa41a99f2,54a3822c-59ca-4dd1-a942-7036adb58aa1,d3f17cef-96ee-4d7a-af5b-a6e6ee18d370,10
605ff9a4-0753-4bfd-944a-59e4041f3df5,93f7df03-8501-480b-9b4a-7840b1aa43b2,62745b0c-21fe-4028-b60f-66f52d5c2650,0
7bcb87d9-c2f7-4a0c-aac2-981e3bf3f98c,3f34b9fb-08d0-4f2c-9369-668200fdb4a2,72aa0fb0-edff-43d2-b837-17cfd3b5dbf6,1
1277c055-1866-459b-9bfb-80bfc063b7e3,db17c82a-8f17-4e7a-b6df-e47eea821e81,1bcb74e5-5080-4a23-99a1-5dd6fe23a477,4
a2220da2-01c0-4204-ae2d-8059c3fb19a7,7c6af92f-520e-491a-baa7-9cb3a2b983c4,c5eb608b-45fc-4abd-935e-3d0e5e3f7dee,1
594ad378-6807-4518-9062-30b84144841f,27af8567-8a01-412a-829d-68e962750ea9,a46f75c7-f302-4a9b-bbbf-689eb38eb6b2,0
fb8ed4db-8c29-4989-a684-7d724112cd60,134e3490-272e-4caf-b8b8-8284f6dc39a7,89665020-6f14-410e-9a08-2871cccd8156,0
3696aefd-7861-4771-814d-2ce194fe3c96,4ea3987e-ee3c-4ae7-84ec-ea7c2013341c,76d4627d-85b2-4a67-856c-2fd65dd4ccfa,8
9529a792-3918-4c12-bf9c-912347f0fd9e,fd3b3f1a-94e9-4996-bc08-5320e775ec7d,514ea622-6d37-48d2-a75c-79eacc6bdc32,4
da3896d9-ad5f-41e0-bc9e-f4e741205945,743e78fd-2e4e-4acb-80af-25902015f19d,013fb3d8-af22-4450-8eb4-19fca47a764b,6
93ce1615-981f-4a98-91e9-c83b6c24a603,9d2bce1e-26bc-4892-80eb-4e4d7106c4e6,eb538a43-2b09-43ad-972d-84e17827fb96,7
1a727f1e-6f7a-46af-9213-dc05136fe2a4,08f6ae39-02d8-4555-9f39-a63a0e224013,1f354556-8b3d-4eb5-be95-9cb543ca53de,5
902dbe6b-cf50-44b9-bd41-cf0015d0fe19,15dd13ae-ad9b-462c-a2d5-91bfe29eff41,0f5b97f9-786e-4c77-b372-a632b06d4775,3
6ff5e8ee-8c3c-43cc-8bb0-01a23b6266e9,1ad8b24e-2df1-4c74-8ff8-83e1f4b1f4d0,586278d5-72c5-4550-a1f4-77412fba899e,2
22f9211c-9165-4879-ab49-94d008a35c37,651dbd16-27ec-4e4e-9779-e414acdc4fe6,17e7629b-034a-454b-802f-7556d2534fb4,1
b67fc5bc-4b2a-4093-8f04-f499ca14bcd6,bd303b2e-afd1-470a-925e-77879fecc52a,66af66f2-5f58-4aba-838e-5a73d23ada62,6
59167b59-0d12-4334-992a-ea9f82b95238,06adbfb7-c57c-45d5-ad77-babe44ee0557,3df6bf6d-9770-4642-a853-bf7d268fa1f6,10
f81e70e0-5261-4c0d-9254-693ad15e2e49,74c98e07-05d9-4660-9d02-644db14ea1a4,5424304c-1657-4c01-9340-40809f9ca8b9,9
b85513df-c55b-4fa0-9c91-c68999af2aa3,1f904475-0108-41fd-94fb-2c9114c0c2b7,6fd164c1-6df7-417a-84b9-4e8cb9856eab,1
43328b2c-1af8-4a0b-b548-d1b4f79b2f0c,69647899-118c-48df-b21f-2a8d15adcd36,bbc38baf-f89b-45bd-acad-55bd04236afe,1
a7f12a44-b44b-4fd8-9914-917fcff7a176,c2b4fb30-3b76-4ddb-90c8-8029d44ee486,1d49ff00-df50-415a-b3d0-d7e7a034bb0a,6
a0866bd6-7471-45c7-b3c8-fe019e216f51,c1dcac49-852b-4279-bd73-7e39b5c92181,cacf6e69-86b6-479f-b339-ff2a8693a932,2
b5d381cb-d990-48be-b82c-d362b79c0ddc,9e9df5a5-d343-420c-8a5b-75c71ff38198,2de1017b-0416-435b-a326-e9df814899d8,4
07cf0cae-7bdf-4516-af0b-20888754416f,d36c91cb-8172-4cec-9a74-0f2bf42b9c16,9eb586d6-f8c9-410c-abc3-083930077ce5,9
79ae1c95-27be-4b03-a46f-611106c5b2e8,8cbeef9f-4ec2-4346-9fc4-0f0abcd0c633,cacf6e69-86b6-479f-b339-ff2a8693a932,6
29018a3f-d9bb-4c7b-a2f9-e2c7a407926f,220e0cad-9df0-4de0-b7dd-611b11979ab4,48a8f6e6-cfa5-42da-960f-20b597e77729,10
fa6bd9b8-e5bb-4637-9a70-d9c3588f6a82,436ae66a-43db-4cc9-bfb4-70745a66e96a,ace5eb15-327b-4c9a-9122-5dbff8f597ea,10
